Outdoor_Temp,Prev_Indoor_Temp,Setpoint,Occupancy,Target_Temp,Target_Energy
18.973713224089863,20.71315356708214,23.5,1,21.514207888221136,4.873340386325655
13.893885590630523,20.93468819251938,18.5,1,19.741048728656665,4.309519240189372
20.18150830480554,21.128589757175163,23.5,1,21.52519812343774,4.197390400291219
27.184238851264205,22.89372292329236,21.0,0,22.576054691541604,3.380162438152818
13.126773002213312,19.505565383026514,19.5,0,19.22956183647388,0.5269012801908348
13.126904344406556,19.30730601697468,21.5,0,19.555029119087525,3.744374482141211
27.63370252405913,23.47323948428595,21.0,1,23.020165744983927,4.492868203497429
21.13947783322327,20.074710516237403,21.5,1,20.80061380024174,2.907199500172478
11.244204912520383,18.473929292845867,19.5,1,18.500294312783833,2.1837033710188765
19.340480348687716,20.02974011580026,23.0,0,21.007558062891498,4.886289489094681
11.292658457500302,20.339894529511998,18.5,0,19.262362569510803,3.2791092427437416
11.274161971437945,24.10992545545153,21.0,0,22.546777873959034,5.277733040681744
16.935698172528273,22.849652424753476,23.5,1,22.891083604329513,1.630640248883338
-0.3062419572623831,23.295041233264485,22.0,1,21.770949066060947,2.6800687064335396
1.2006573398957379,22.639947284693573,20.5,1,20.98941559255835,3.8865077028582333
10.501699766072218,22.892487343230627,21.0,1,21.782613684515006,3.572943183896866
6.89735103732461,19.623835746839365,20.5,0,19.163208973160135,1.7098286105178921
17.51397866076219,20.602795689293032,18.5,0,19.832180253144873,3.612940156953856
7.735807395830313,19.020169373952903,24.0,1,20.164469261415583,8.183717838487556
3.701570389317668,20.579023938925932,22.0,1,20.372923858954255,2.8469232729081777
26.72519015137243,22.368209981869484,20.0,0,22.065500761119594,3.9518750472129116
13.193789596107715,21.269166569624495,23.5,1,21.586660112491423,4.00517345786896
15.54022563750339,23.62296163792059,19.0,1,21.87484055784403,7.601789184599136
3.6020145102923458,18.71716841554556,19.5,1,18.352798685395374,1.9068226058904858
10.644938203798539,22.00047670139648,19.5,1,20.916439315386942,4.44244080997309
15.887380717678928,18.503394396261363,24.0,0,20.125657375036045,8.764951285176702
5.792051380621578,21.188352938347286,23.5,0,21.174322138215373,4.0360194546168335
18.005584146765376,22.480666845112957,22.0,1,22.128822675458284,1.4128589927047972
